ID,Type,Category,Content,MustHave
20,Trampa,Time & Temperature,No confundas la regla de las 4 horas con la ventana de enfriamiento de 6 horas. Cuatro horas es el tiempo máximo total que los alimentos TCS pueden estar en la zona de peligro. Seis horas es específicamente para el proceso de enfriamiento.,0
21,AidaMemoria,Time & Temperature,Recuerda el enfriamiento como 2 y 4 — 2 horas para llegar a 70 y 4 horas más para llegar a 41. Dos más cuatro es igual a seis horas en total.,0
22,AidaMemoria,Time & Temperature,Para el marcado de fecha piensa en el número 7 como una señal de alto. En el día 7 el alimento se detiene — debe desecharse.,0
23,Escenario,Time & Temperature,Una vez vi a un cocinero colocar una olla de 22 cuartos de sopa directamente en el cuarto frío para enfriarla. Tres horas después todavía estaba a 110°F en el centro. Siempre divide en bandejas poco profundas.,0
24,Escenario,Time & Temperature,Un gerente que capacité pensaba que la mesa de vapor estaba recalentando el alimento porque estaba caliente al tacto. Las mesas de vapor son solo equipo de mantenimiento. No pueden recalentar alimentos de forma segura.,0
25,Consejo,Cross-Contamination,"Las preguntas sobre orden de almacenamiento están entre las más comunes del examen. Memoriza el orden de arriba a abajo — listos para comer, mariscos, cortes enteros, carne molida, aves. Ese es el orden de temperatura de cocción de menor a mayor.",0
26,Consejo,Cross-Contamination,Cualquier pregunta sobre alérgenos donde el cliente ha revelado una alergia — la respuesta siempre involucra notificar al gerente. Nunca intentes manejar una solicitud de alérgeno sin la participación de la gerencia.,0
27,Trampa,Cross-Contamination,"El examen sugerirá enjuagar los guantes entre tareas como práctica aceptable. No lo es. Los guantes deben retirarse, lavarse las manos y aplicarse guantes nuevos.",0
28,Trampa,Cross-Contamination,"El examen ofrecerá ""almacenar los productos químicos en el estante superior lejos de los alimentos"" como respuesta correcta. El estante superior es incorrecto — los productos químicos deben almacenarse en un área completamente separada.",0
29,AidaMemoria,Cross-Contamination,"Para el orden de almacenamiento recuerda: Listos para comer, Mariscos, Cortes enteros, Carne molida, Aves. De arriba a abajo en el enfriador.",0
30,AidaMemoria,Cross-Contamination,"Los nueve alérgenos — leche, huevos, pescado, nueces de árbol, mariscos, trigo, cacahuates, sésamo y soya. Apréndetelos de memoria.",0
31,Escenario,Cross-Contamination,"He visto más reacciones alérgicas rastreadas a una freidora compartida que a cualquier otra cosa. Incluso si un plato no contiene nueces, si se frió en aceite que también frió artículos con cacahuate, está contaminado.",0
32,Escenario,Cross-Contamination,Un chef con quien trabajé usaba el mismo par de pinzas para pollo crudo y luego para ensalada sin pensarlo dos veces. Ese solo hábito podría haber enfermado a todos los clientes en ese turno.,0
33,Consejo,Personal Hygiene,Las preguntas sobre lavado de manos son directas — la respuesta casi siempre es lavar en un lavamanos designado con jabón y agua tibia durante 20 segundos. Cualquier atajo ofrecido es incorrecto.,0
34,Consejo,Personal Hygiene,Para preguntas de enfermedad y exclusión recuerda que síntomas como vómitos y diarrea siempre significan exclusión. Un dolor de garganta con fiebre puede significar solo restricción según el tipo de operación.,0
35,Trampa,Personal Hygiene,El examen ofrecerá el sanitizante de manos como sustituto aceptable del lavado de manos después de usar el baño. Nunca es aceptable como sustituto. El sanitizante es solo un complemento.,0
36,Trampa,Personal Hygiene,"El examen frecuentemente ofrece ""trabajar con guantes"" como solución para un manipulador enfermo. Los guantes no contienen una enfermedad transmitida por alimentos. Un manipulador enfermo debe ser excluido.",0
37,AidaMemoria,Personal Hygiene,"Para las cinco enfermedades de notificación obligatoria recuerda el acrónimo SHEEN — Salmonella Typhi, Hepatitis A, E. coli O157:H7, Norovirus. La quinta es Shigella.",0
38,AidaMemoria,Personal Hygiene,"Los pasos del lavado de manos son Mojar, Jabonar, Frotar, Enjuagar, Secar. Recuerda: Muy Juiciosamente Froto Rápido Siempre.",0
39,Escenario,Personal Hygiene,Trabajé con un manipulador que se lavaba las manos perfectamente pero luego usaba la misma toalla de papel para cerrar el grifo y secarse las manos. Siempre usa una toalla nueva para cerrar el grifo.,0
40,Escenario,Personal Hygiene,Una falla común que veo durante las inspecciones — manipuladores usando anillos con piedras. El engaste de la piedra atrapa partículas de alimentos y bacterias que ninguna cantidad de lavado de manos puede eliminar.,0
41,Consejo,Receiving & Storage,"Al recibir siempre verifica primero la temperatura, luego el empaque y luego la calidad. La temperatura es el factor más crítico y debe verificarse antes de aceptar cualquier alimento TCS.",0
42,Consejo,Receiving & Storage,"Para preguntas sobre rechazar entregas — si hay alguna duda, la respuesta es rechazar. El examen nunca premia aceptar producto cuestionable.",0
43,Trampa,Receiving & Storage,El examen sugerirá aceptar una entrega y refrigerarla rápidamente para llevarla a temperatura segura. Esto nunca es correcto. Si llega fuera de temperatura debe rechazarse.,0
44,Trampa,Receiving & Storage,No confundas la temperatura de recepción para huevos con cáscara (45°F) con la temperatura general de recepción TCS (41°F). Los huevos con cáscara tienen la concesión más alta — esa distinción aparece en el examen.,0
45,AidaMemoria,Receiving & Storage,Para la retención de etiquetas de mariscos recuerda 90 días como tres meses. Piensa en los mariscos como un compromiso de tres meses.,0
46,AidaMemoria,Receiving & Storage,PEPS — Primero en Entrar Primero en Salir. El producto más antiguo siempre sale primero. Piénsalo como una fila — el primero en llegar es el primero en salir.,0
47,Escenario,Receiving & Storage,Rechacé una entrega de carne molida porque el conductor había dejado la puerta del camión refrigerado abierta en paradas anteriores. El documento decía 38°F pero mi termómetro marcó 46°F. Siempre mide tú mismo.,0
48,Escenario,Receiving & Storage,Un gerente que capacité aceptó mariscos sin verificar las etiquetas porque el conductor dijo que estaban en el camión. Las etiquetas nunca aparecieron. Durante una investigación posterior de enfermedad no había manera de rastrear el origen.,0
49,Consejo,Food Preparation,Las preguntas sobre descongelación casi siempre se reducen a un principio — mantener el alimento fuera de la zona de peligro durante toda la descongelación. Cualquier método que lo logre es aceptable.,0
50,Consejo,Food Preparation,Para preguntas sobre productos frescos la respuesta casi siempre involucra lavar bajo agua corriente antes de cortar. El acto de cortar puede arrastrar patógenos superficiales al interior.,0
51,Trampa,Food Preparation,"El examen ofrecerá ""recortar las partes echadas a perder y usar el resto"" para productos deteriorados. Esto nunca es correcto. Los productos echados a perder deben desecharse completamente.",1
52,Trampa,Food Preparation,El examen sugerirá que el alimento contaminado por productos químicos puede enjuagarse y hacerse seguro. La contaminación química no puede corregirse. El alimento debe desecharse.,0
53,AidaMemoria,Food Preparation,"Los cuatro métodos de descongelación aprobados — Refrigerador, Agua corriente, Microondas, Cocinar desde congelado. Recuerda RAMC — Refrigerador Agua Microondas Cocinar.",0
54,Escenario,Food Preparation,"Una vez vi a un cocinero descongelar camarones en un recipiente de agua tibia estancada en la mesa de preparación. Para cuando los camarones estaban descongelados, la temperatura superficial ya estaba en la zona de peligro.",0
55,Consejo,Cleaning & Sanitizing,"Las preguntas sobre el fregadero de tres compartimentos siguen un orden estricto — lavar, enjuagar, sanitizar, secar al aire. Cualquier respuesta que omita o reordene estos pasos es incorrecta.",0
56,Consejo,Cleaning & Sanitizing,Para preguntas sobre concentración de sanitizante — si la concentración es muy baja no mata los patógenos. Si es muy alta se convierte en un peligro químico. Ambos extremos son incorrectos.,0
57,Trampa,Cleaning & Sanitizing,El examen ofrecerá secar con toalla como paso aceptable después de sanitizar. Nunca es aceptable. El secado al aire siempre es requerido para evitar la recontaminación.,0
58,Trampa,Cleaning & Sanitizing,El examen sugerirá que sanitizar solo es suficiente sin limpiar primero. El sanitizante aplicado a una superficie sucia es ineficaz por la materia orgánica presente.,0
59,AidaMemoria,Cleaning & Sanitizing,Para el fregadero de tres compartimentos piensa en la frase Lavar Enjuagar Sanitizar Aire — LESA. Limpieza Esmerada Siempre Aplica.,0
60,AidaMemoria,Cleaning & Sanitizing,Rango del sanitizante de cloro — 50 a 99. Piénsalo como un límite de velocidad — por debajo de 50 no vas suficientemente rápido y por encima de 99 estás en territorio peligroso.,0
61,Escenario,Cleaning & Sanitizing,Durante una auditoría encontré que una cocina había estado almacenando paños en agua simple toda la semana. Cada superficie que limpiaban estaba siendo recontaminada. Los cubos de sanitizante deben tener sanitizante — no solo agua.,0
62,Escenario,Cleaning & Sanitizing,Una cocinera que capacité estaba orgullosa de lo rápido que limpiaba la rebanadora de carne — rociaba sanitizante sin desensamblarla. La carcasa de la cuchilla tenía semanas de residuos de carne seca que el sanitizante nunca alcanzó.,0
63,Consejo,Facility & Equipment,"Para cualquier pregunta sobre un lavamanos que no funciona, la respuesta siempre implica dejar de usarlo y repararlo de inmediato. No hay solución alternativa para un lavamanos roto.",0
64,Consejo,Facility & Equipment,Las preguntas de plomería frecuentemente involucran reflujo o conexiones cruzadas. La respuesta más segura siempre involucra separación física — una brecha de aire es el método más confiable de prevención de reflujo.,1
65,Trampa,Facility & Equipment,El examen sugerirá usar el fregadero de preparación de alimentos o el de platos para lavado de manos cuando el lavamanos está ocupado. Ninguno es aceptable. Los lavamanos son exclusivamente para lavado de manos.,0
66,Escenario,Facility & Equipment,"He visto lavamanos usados para depositar hielo, almacenar suministros de limpieza e incluso para enfriar bebidas. Cada uno de esos usos es una violación. Ese lavamanos existe para un solo propósito.",0
67,Consejo,Pest Management,Para preguntas de control de plagas la respuesta casi siempre involucra a un operador de control de plagas con licencia. Los trabajadores de servicio de alimentos nunca deben aplicar pesticidas ellos mismos.,0
68,Consejo,Pest Management,"Las preguntas de prevención se enfocan en eliminar las tres cosas que las plagas necesitan — alimento, agua y refugio. Cualquier respuesta que elimine uno de estos va por buen camino.",0
69,Trampa,Pest Management,El examen ofrecerá poner tus propias trampas como respuesta aceptable ante el avistamiento de una plaga. No lo es. Debe contactarse a un operador de control de plagas con licencia.,1
70,Trampa,Pest Management,No confundas la prevención de plagas con la respuesta a las plagas. La prevención trata de sellar puntos de entrada y eliminar alojamiento. La respuesta siempre involucra a un profesional con licencia.,0
71,AidaMemoria,Pest Management,"Las plagas necesitan Alimento, Agua, Refugio — AAR. Niégales los tres y negarás la plaga. Piénsalo como quitarles su contrato de arrendamiento.",0
72,Escenario,Pest Management,Una vez entré a un cuarto de almacenamiento y de inmediato olí el olor húmedo y aceitoso de las cucarachas antes de ver un solo excremento. Ese olor es inconfundible una vez que lo conoces. Entrénate para notarlo.,0
73,Escenario,Pest Management,Una instalación que inspeccioné había sellado cada grieta visible en el exterior pero dejó sin sellar los espacios alrededor de las tuberías entrantes. Los ratones estaban entrando por esas penetraciones de tuberías cada noche.,0
74,Consejo,Food Safety Management,"Para preguntas de responsabilidad del gerente la respuesta casi siempre involucra al gerente tomando acción directa — corregir, capacitar, documentar o reportar. Delegar y esperar nunca son respuestas correctas.",0
75,Consejo,Food Safety Management,Las preguntas de HACCP en el examen se enfocan fuertemente en los PCCs y acciones correctivas. Sabe que un PCC es un punto de control y que no cumplir un límite crítico siempre requiere acción correctiva inmediata.,0
76,Trampa,Food Safety Management,"El examen ofrecerá ""documentar y continuar"" como acción correctiva cuando no se cumple un PCC. La documentación es requerida pero continuar sin corrección nunca es aceptable.",0
77,Trampa,Food Safety Management,No confundas la verificación con el monitoreo. El monitoreo es la observación continua en un PCC. La verificación es la confirmación más amplia de que todo el sistema HACCP está funcionando.,0
78,AidaMemoria,Food Safety Management,"Los siete principios HACCP — Análisis de Peligros, PCCs, Límites Críticos, Monitoreo, Acción Correctiva, Verificación, Registros. Recuerda: Análisis Preciso Levanta Mejores Cocinas Verdaderamente Reconocidas.",1
79,Escenario,Food Safety Management,La falla de control activo del gerente más común que veo es un gerente que conoce las reglas pero nunca recorre las instalaciones. La seguridad alimentaria solo funciona si alguien está mirando. Recorre tu línea cada hora.,0
80,Escenario,Food Safety Management,"He visto operaciones fallar inspecciones no porque los manipuladores no conocieran las reglas sino porque el gerente nunca las reforzó. La cultura fluye desde arriba. Si el gerente es casual con la seguridad alimentaria, el personal también lo será.",0
