ID,Category,Fact
93,Pest Management,Las puertas de cierre automático y los protectores de puerta trabajan juntos para evitar que las plagas entren por las puertas exteriores.
94,Pest Management,Las mallas de ventana deben estar bien ajustadas y en buen estado en cualquier área de preparación con ventanas que se abran.
95,Pest Management,Los excrementos los materiales de nidificación y las marcas de mordidas son las señales tempranas más comunes de una infestación de plagas.
96,Pest Management,Solo un operador de control de plagas con licencia puede aplicar pesticidas en un establecimiento de servicio de alimentos.
97,Pest Management,Las cajas de cartón proporcionan refugio ideal para las cucarachas y deben retirarse del establecimiento con prontitud.
98,Pest Management,Las infestaciones de cucarachas frecuentemente producen un olor a humedad y aceite característico además de excrementos visibles.
99,Pest Management,Los roedores pueden entrar por un espacio tan pequeño como una moneda — todas las aberturas deben sellarse independientemente del tamaño.
100,Pest Management,Las moscas de la fruta se reproducen en los desagües del piso y en las bandejas de drenaje — mantenerlos limpios elimina sus sitios de reproducción.
101,Pest Management,Las trampas de luz para moscas deben colocarse lejos de los alimentos para evitar que los insectos muertos caigan en la comida.
102,Pest Management,Los informes de inspección de control de plagas deben revisarse después de cada visita y actuarse sobre los hallazgos con prontitud.
103,Food Safety Management,La persona a cargo debe estar presente y tener conocimiento de seguridad alimentaria en todo momento durante la operación.
104,Food Safety Management,El control activo de gestión significa identificar y corregir los riesgos de seguridad alimentaria antes de que causen enfermedades.
105,Food Safety Management,HACCP significa Hazard Analysis Critical Control Points.
106,Food Safety Management,Los tres tipos de peligros de seguridad alimentaria son biológicos químicos y físicos.
107,Food Safety Management,Un punto crítico de control es un paso en el manejo de alimentos donde un peligro puede prevenirse eliminarse o reducirse.
108,Food Safety Management,Cuando no se cumple un punto crítico de control debe tomarse acción correctiva de inmediato.
109,Food Safety Management,Los registros de seguridad alimentaria proporcionan prueba escrita de que se realizaron el monitoreo y las acciones correctivas.
110,Food Safety Management,Un retiro de alimentos requiere la eliminación inmediata del producto afectado del servicio.
111,Food Safety Management,Varios empleados que reportan malestar estomacal el mismo día pueden indicar un brote de enfermedad transmitida por alimentos.
112,Food Safety Management,La diferencia entre restricción y exclusión es que la restricción limita las funciones mientras que la exclusión retira completamente al manipulador de alimentos.
113,General,Las enfermedades transmitidas por alimentos afectan a un estimado de 48 millones de personas en los Estados Unidos cada año.
114,General,Los cinco principales factores de riesgo de enfermedades transmitidas por alimentos son temperaturas de mantenimiento incorrectas cocción inadecuada higiene personal deficiente equipo contaminado y fuentes de alimentos no seguras.
115,General,La mayoría de las enfermedades transmitidas por alimentos son prevenibles con la aplicación consistente de prácticas básicas de seguridad alimentaria.
116,General,El Norovirus es la causa más común de enfermedades transmitidas por alimentos en los Estados Unidos.
117,General,Las bacterias se multiplican más rápidamente entre 70°F y 125°F — la mitad de la zona de peligro de temperatura.
118,General,En condiciones ideales una sola bacteria puede multiplicarse a más de un millón en solo 10 horas.
119,General,TCS significa Temperature Control for Safety.
120,General,El examen ServSafe consta de 90 preguntas y requiere una puntuación del 75% o más para aprobar.
121,General,Una cultura de seguridad alimentaria comienza con la gerencia — cuando los gerentes toman la seguridad alimentaria en serio el personal los sigue.
122,General,Ante la duda tírelo — el costo de descartar alimento siempre es menor que el costo de un brote de enfermedad transmitida por alimentos.
