ID,Category,Subcategory,Difficulty,Mode,OrderIndex,ConceptTitle,Content,KeyPoints
14,Time & Temperature,Date Marking,Medium,Assessment,5,What Requires Date Marking,The exam tests whether you know which foods need date marks. If it is a ready-to-eat TCS food held more than 24 hours it needs a date mark. No exceptions.,
15,Time & Temperature,Date Marking,Medium,Recovery,5,What Requires Date Marking,If you cooked it sliced it or opened it and it needs to stay cold — it needs a date on it. Cooked chicken sliced turkey opened sour cream prepared pasta salad — all of them. When in doubt label it.,
16,Time & Temperature,Hot Holding,Medium,Standard,6,Hot Holding Minimum,TCS food held hot for service must be maintained at 135°F or above at all times. Food that drops below 135°F has entered the temperature danger zone.,Hot TCS food must stay at 135°F or above|Below 135°F = danger zone
17,Time & Temperature,Hot Holding,Medium,Assessment,6,Hot Holding Minimum,Hot holding is 135 and above. Any answer that suggests a lower temperature for hot holding is wrong. If food drops below 135 it must be reheated to 165 before returning to service.,
18,Time & Temperature,Hot Holding,Medium,Recovery,6,Hot Holding Minimum,Your steam table your heat lamp your soup warmer — everything hot needs to stay at 135 or above. Think of 135 as the floor. Anything below that floor and bacteria start to grow.,
19,Time & Temperature,Hot Holding,Easy,Standard,7,Hot Holding Corrective Action,If hot-held food drops below 135°F it must be reheated to 165°F for 15 seconds before being returned to the holding unit. Stirring or adding hot liquid is not an approved corrective action.,Food drops below 135°F: reheat to 165°F for 15 seconds|Return to holding unit|Stirring or adding hot liquid is NOT approved
20,Time & Temperature,Hot Holding,Easy,Assessment,7,Hot Holding Corrective Action,When hot food drops below 135 the only correct answer is reheat to 165. The exam will offer stirring or adding hot liquid as distractors. Neither is correct.,
21,Time & Temperature,Hot Holding,Easy,Recovery,7,Hot Holding Corrective Action,If your soup drops to 120 on the steam table you cannot just stir it or add hot broth. You have to take it off pull it to the stove and get it all the way back to 165. Then it can go back out.,
22,Time & Temperature,Cold Holding,Medium,Standard,8,Cold Holding Maximum,TCS food held cold for service must be maintained at 41°F or below at all times. Food that rises above 41°F has entered the temperature danger zone.,Cold TCS food must stay at 41°F or below|Above 41°F = danger zone|4-hour cumulative rule: discard if exceeded
23,Time & Temperature,Cold Holding,Medium,Assessment,8,Cold Holding Maximum,Cold holding is 41 and below. The 4-hour rule applies — if TCS food has been above 41 for a cumulative total of 4 hours it must be discarded.,
24,Time & Temperature,Cold Holding,Medium,Recovery,8,Cold Holding Maximum,Your salad bar your deli case your prep table with cold items — everything cold needs to stay at 41 or below. Think of 41 as the ceiling. Anything above that ceiling and you are in danger zone territory.,
25,Time & Temperature,Cooking,Hard,Standard,9,Poultry Cooking Temperature,Poultry including chicken turkey and duck must reach a minimum internal temperature of 165°F for 15 seconds. This applies to whole birds parts ground poultry and stuffed poultry.,Poultry: 165°F for 15 seconds|Applies to whole birds
26,Time & Temperature,Cooking,Hard,Assessment,9,Poultry Cooking Temperature,165 for 15 seconds is poultry. This is the highest standard cooking temperature. Stuffed items also require 165 because the stuffing contacts raw poultry juices.,
27,Time & Temperature,Cooking,Hard,Recovery,9,Poultry Cooking Temperature,Chicken turkey duck — they all need to hit 165. That is the highest cooking temperature you will deal with. And if you stuff the bird the stuffing has to hit 165 too because it soaked up the raw juices.,
28,Time & Temperature,Cooking,Hard,Standard,10,Ground Meat Cooking Temperature,Ground meat including beef pork and commercially raised game must reach 155°F for 15 seconds. Grinding spreads surface pathogens throughout the product requiring a higher temperature than whole cuts.,Ground meat: 155°F for 15 seconds|Beef
29,Time & Temperature,Cooking,Hard,Assessment,10,Ground Meat Cooking Temperature,155 for 15 seconds is ground meat. The exam loves to offer 165 as a distractor for ground beef. It is wrong. Ground beef is 155. Only poultry and stuffed items require 165.,
30,Time & Temperature,Cooking,Hard,Recovery,10,Ground Meat Cooking Temperature,When meat gets ground up the bacteria that lived on the outside get mixed all the way through. That is why your burger needs to hit 155 — hotter than a steak but not as hot as chicken.,
31,Time & Temperature,Cooking,Medium,Standard,11,Seafood and Whole Cut Cooking Temperature,Seafood and whole muscle cuts of beef pork and lamb must reach 145°F for 15 seconds. Whole cuts keep their pathogens on the surface where heat reaches them quickly.,Seafood and whole cuts: 145°F for 15 seconds|Steaks
32,Time & Temperature,Cooking,Medium,Assessment,11,Seafood and Whole Cut Cooking Temperature,145 for 15 seconds covers seafood and whole cuts — steaks chops and roasts. Remember the sequence — Poultry 165 Ground 155 Whole cuts and seafood 145.,
33,Time & Temperature,Cooking,Medium,Recovery,11,Seafood and Whole Cut Cooking Temperature,A steak or a fish fillet only has bacteria on the outside. Heat gets there fast. That is why 145 is enough. Think of it as the lowest rung on the cooking temperature ladder.,
34,Time & Temperature,Cooking,Easy,Standard,12,Produce and Grains Cooking Temperature,Fruits and vegetables cooked for hot holding must reach 135°F. This is the lowest required cooking temperature and applies to items like cooked rice beans and roasted vegetables.,Fruits
35,Time & Temperature,Cooking,Easy,Assessment,12,Produce and Grains Cooking Temperature,135 is the cooking temperature for fruits vegetables and grains held hot. It is also the minimum hot holding temperature — same number two uses.,
36,Time & Temperature,Cooking,Easy,Recovery,12,Produce and Grains Cooking Temperature,Cooked rice cooked beans roasted vegetables — they just need to hit 135. That is the same temperature they need to stay at in the steam table. One number covers both cooking and holding for these items.,
37,Time & Temperature,Reheating,Hard,Standard,13,Reheating for Service,All TCS food reheated for hot holding must reach 165°F for 15 seconds regardless of its original cooking temperature. This destroys any pathogens that grew during storage or cooling.,All TCS food reheated for hot holding: 165°F for 15 seconds|Regardless of original cooking temperature
38,Time & Temperature,Reheating,Hard,Assessment,13,Reheating for Service,Reheating temperature is always 165 — no exceptions. The exam will try to confuse you with the original cooking temperature. It does not matter. Reheat always means 165.,
39,Time & Temperature,Reheating,Hard,Recovery,13,Reheating for Service,It does not matter if you originally cooked it to 145. When you reheat it you go all the way to 165. Every time. No shortcuts. The food sat in a cooler where bacteria may have grown and 165 is what kills them.,
40,Time & Temperature,Reheating,Medium,Standard,14,Microwave Reheating,Food reheated in a microwave must reach 165°F throughout and then rest covered for 2 minutes to allow heat to distribute evenly before the temperature is verified.,Microwave reheat: 165°F throughout|Rest covered for 2 minutes|Allows heat to distribute evenly
41,Time & Temperature,Reheating,Medium,Assessment,14,Microwave Reheating,Microwave reheating has two requirements — 165°F and a 2-minute covered rest. Both must happen. The exam will test whether you know about the rest period.,
42,Time & Temperature,Reheating,Medium,Recovery,14,Microwave Reheating,Microwaves heat unevenly — one spot might be 180 while another is 140. That is why after you microwave food to 165 you cover it and let it sit for 2 minutes. The heat evens out during that rest.,
43,Time & Temperature,Time as Control,Hard,Standard,15,Time as a Public Health Control,When using time as a control for cold food the maximum hold time is 6 hours and the food must start at 41°F or below and never exceed 70°F. A discard time must be marked on the food.,Cold food max hold time: 6 hours|Must start at 41°F or below|Must never exceed 70°F|Mark discard time on food
44,Time & Temperature,Time as Control,Hard,Assessment,15,Time as a Public Health Control,Time as control questions involve two numbers — 6 hours maximum and 70°F maximum temperature. If either limit is exceeded the food must be discarded immediately.,
45,Time & Temperature,Time as Control,Hard,Recovery,15,Time as a Public Health Control,Sometimes you cannot keep food cold — like at an outdoor event. The rules say you get 6 hours maximum and the food can never go above 70 degrees. Write the discard time on the label before you put it out.,
46,Time & Temperature,TCS Foods,Medium,Standard,16,Identifying TCS Foods,TCS foods are those that require time and temperature control for safety. They include meat poultry seafood dairy eggs cooked starches cut melons cut leafy greens and cut tomatoes.,Meat
47,Time & Temperature,TCS Foods,Medium,Assessment,16,Identifying TCS Foods,TCS food identification is a common exam topic. Cut produce — melons tomatoes leafy greens — becomes TCS when cut. Whole uncut produce and dry shelf-stable items are not TCS.,
48,Time & Temperature,TCS Foods,Easy,Recovery,16,Identifying TCS Foods,TCS foods are the ones that can make people sick if you leave them out too long. Meat fish chicken eggs dairy cooked rice cooked pasta — and cut fruits and vegetables. If it is moist and protein-rich it is probably TCS.,
49,Cross-Contamination,Storage Order,Hard,Standard,1,Refrigerator Storage Order,Food in a refrigerator must be stored from top to bottom in order of minimum required cooking temperature. Ready-to-eat food on top then seafood then whole cuts then ground meat then poultry on the bottom.,Top to bottom: Ready-to-eat → Seafood → Whole cuts → Ground meat → Poultry|Order by minimum cooking temperature lowest to highest
50,Cross-Contamination,Storage Order,Hard,Assessment,1,Refrigerator Storage Order,Storage order is one of the most tested topics. Top to bottom — ready-to-eat seafood whole cuts ground meat poultry. The mnemonic Really Safe Cooks Go Places helps remember the order.,
51,Cross-Contamination,Storage Order,Hard,Recovery,1,Refrigerator Storage Order,Think of the cooler like a building. The safest food lives on the top floor. The riskiest food lives in the basement. Ready-to-eat on top. Raw chicken on the bottom. Everything else in between by cooking temperature.,
52,Cross-Contamination,Allergens,Hard,Standard,2,The Nine Major Allergens,The nine major food allergens recognized by the FDA are milk eggs fish shellfish tree nuts peanuts wheat soybeans and sesame. Even trace amounts can trigger a life-threatening reaction.,Milk
53,Cross-Contamination,Allergens,Hard,Assessment,2,The Nine Major Allergens,Nine allergens — milk eggs fish shellfish tree nuts peanuts wheat soybeans sesame. The exam tests whether you can identify them and understand that cross-contact with even a trace amount is dangerous.,
54,Cross-Contamination,Allergens,Hard,Recovery,2,The Nine Major Allergens,Nine foods can kill someone with an allergy. Milk eggs fish shellfish tree nuts peanuts wheat soybeans and sesame. You do not have to use a lot of them. Even a tiny amount left on a pan or a spoon is enough to cause a serious reaction.,
55,Cross-Contamination,Allergens,Hard,Standard,3,Allergen Cross-Contact,Cross-contact occurs when an allergen is transferred from one food to another through shared equipment surfaces or utensils. Unlike cross-contamination with pathogens allergen cross-contact cannot be eliminated by cooking.,Allergen transferred via shared equipment
56,Cross-Contamination,Allergens,Hard,Assessment,3,Allergen Cross-Contact,Cross-contact is allergen-specific. The key difference from cross-contamination — cooking does not destroy allergens. A peanut-contaminated pan that is heated to 165 is still a peanut-contaminated pan.,
57,Cross-Contamination,Allergens,Hard,Recovery,3,Allergen Cross-Contact,Bacteria die when you cook food hot enough. Allergens do not. If peanut residue gets on a pan and you cook something else in that pan the allergen is still there. The only fix is to wash rinse and sanitize completely.,
58,Cross-Contamination,Allergens,Medium,Standard,4,Allergen-Free Meal Preparation,Allergen-free meals must be prepared using dedicated equipment and surfaces that have been cleaned and sanitized. They should be prepared first before any allergen-containing items are handled.,Use dedicated equipment and surfaces|Clean and sanitize before use|Prepare allergen-free meals first
59,Cross-Contamination,Allergens,Medium,Assessment,4,Allergen-Free Meal Preparation,For allergen questions the answer always involves separation — separate equipment separate surfaces prepare first. Any answer that suggests shared equipment with extra sanitizing is wrong.,
60,Cross-Contamination,Allergens,Medium,Recovery,4,Allergen-Free Meal Preparation,When a customer tells you they have an allergy treat it like a fire drill. Stop what you are doing. Get clean equipment. Wash your hands. Make their food first before you touch anything with the allergen in it.,
61,Cross-Contamination,General,Medium,Standard,5,Preventing Cross-Contamination,Cross-contamination is prevented through proper storage order dedicated equipment handwashing glove changes and sanitizing surfaces between tasks. The most common source is hands and equipment.,Proper storage order|Dedicated equipment|Handwashing and glove changes|Sanitize surfaces between tasks
62,Cross-Contamination,General,Medium,Assessment,5,Preventing Cross-Contamination,Cross-contamination questions test whether you know the correct preventive action. Dedicated equipment handwashing and proper storage order are always correct. Shared equipment with rinse-only cleaning is always wrong.,
63,Cross-Contamination,General,Medium,Recovery,5,Preventing Cross-Contamination,Cross-contamination means moving bacteria from one place to another — usually from raw meat to food that will not be cooked again. Your hands your gloves your cutting board your tongs — all of them can be the vehicle.,
64,Cross-Contamination,Glove Use,Medium,Standard,6,Proper Glove Use,Single-use gloves must be changed after switching tasks after handling raw proteins after touching non-food-contact surfaces and after extended wear. Gloves do not replace handwashing — hands must be washed before gloving.,Change after switching tasks|Change after handling raw proteins|Change after touching non-food surfaces|Gloves do NOT replace handwashing
65,Cross-Contamination,Glove Use,Medium,Assessment,6,Proper Glove Use,Glove questions test two things — when to change them and whether they replace handwashing. They never replace handwashing. Change them after every task switch after raw protein contact and after touching equipment.,
66,Cross-Contamination,Glove Use,Easy,Recovery,6,Proper Glove Use,Gloves are not a shield that protects everything. They get contaminated just like hands do. Change them when you switch tasks. And always wash your hands before you put on a new pair — dirty hands make dirty gloves.,
67,Cross-Contamination,Thawing,Medium,Standard,7,Approved Thawing Methods,The four approved thawing methods are refrigeration running water at 70°F or below microwave if cooked immediately and cooking from frozen. Room temperature thawing is never acceptable.,Refrigerator at 41°F or below|Running water at 70°F or below|Microwave — cook immediately after|Cooking from frozen|Counter thawing: never acceptable
68,Cross-Contamination,Thawing,Medium,Assessment,7,Approved Thawing Methods,Thawing questions come down to one principle — keep the food out of the danger zone. Refrigeration running cold water microwave-then-cook and cooking from frozen all do that. Counter thawing does not.,
69,Cross-Contamination,Thawing,Easy,Recovery,7,Approved Thawing Methods,Never thaw food on the counter. By the time the inside is thawed the outside has been sitting in the danger zone for hours. Put it in the fridge overnight run cold water over it or cook it from frozen.,
70,Cross-Contamination,Chemical Safety,Medium,Standard,8,Chemical Storage,Chemicals must be stored in their original labeled containers in a designated area completely separate from all food food-contact equipment and single-use items to prevent contamination.,Store in original labeled containers|Designated area completely separate from food|Away from food-contact equipment and single-use items
71,Cross-Contamination,Chemical Safety,Medium,Assessment,8,Chemical Storage,Chemical storage questions — the answer is always a completely separate area away from food and equipment. The exam will offer top shelf storage as a distractor. Top shelf is wrong.,
72,Cross-Contamination,Chemical Safety,Easy,Recovery,8,Chemical Storage,Chemicals and food should never be in the same space. Not the same shelf. Not the same room if possible. One spill one leak one mislabeled bottle and someone gets sick from something that had nothing to do with bacteria.,
73,Personal Hygiene,Handwashing,Hard,Standard,1,Handwashing Procedure,"The correct handwashing sequence is wet hands, apply soap, scrub for at least 10 to 15 seconds, rinse thoroughly, and dry with a single-use towel or air dryer. Water must be at a minimum of 100°F.",Wet hands → apply soap → scrub 10–15 seconds → rinse → dry with single-use towel|Water minimum 100°F
74,Personal Hygiene,Handwashing,Hard,Assessment,1,Handwashing Procedure,Handwashing procedure questions test the sequence and the time. Wet soap scrub rinse dry. Scrubbing is 10 to 15 seconds. Water minimum 100°F. Hand sanitizer is never a substitute.,
75,Personal Hygiene,Handwashing,Hard,Recovery,1,Handwashing Procedure,Washing your hands the right way takes about 20 seconds total. Wet them. Soap up. Scrub everything — backs of hands between fingers under nails — for at least 10 seconds. Rinse. Dry with a paper towel. That is it.,
76,Personal Hygiene,Handwashing,Hard,Standard,2,When to Wash Hands,Food handlers must wash their hands after using the restroom handling raw meat or poultry touching the face or hair handling garbage handling money sneezing coughing and before putting on gloves.,After restroom|After handling raw meat or poultry|After touching face or hair|After handling garbage or money|Before putting on gloves
77,Personal Hygiene,Handwashing,Hard,Assessment,2,When to Wash Hands,Handwashing trigger questions — after restroom after raw meat after touching face after garbage after money before gloving. Any of these situations on the exam means wash hands. No shortcuts.,
78,Personal Hygiene,Handwashing,Medium,Recovery,2,When to Wash Hands,Think of your hands as a transfer vehicle. Everything you touch puts something on your hands. Everything you touch after that picks it up. The restroom raw chicken the trash the phone — all of them require a handwash before you go back to food.,
79,Personal Hygiene,Illness,Hard,Standard,3,The Five Reportable Illnesses,The five reportable illnesses are Norovirus Hepatitis A Salmonella Typhi Shigella and E. coli O157:H7. These require both exclusion from the operation and notification of the regulatory authority.,Norovirus|Hepatitis A|Salmonella Typhi|Shigella|E. coli O157:H7|All require regulatory notification
80,Personal Hygiene,Illness,Hard,Assessment,3,The Five Reportable Illnesses,Five reportable illnesses — Norovirus Hepatitis A Salmonella Typhi Shigella E. coli O157:H7. The acronym SHEEN helps — Salmonella Hepatitis E. coli E for excluded and Norovirus. All five require regulatory notification.,
81,Personal Hygiene,Illness,Hard,Recovery,3,The Five Reportable Illnesses,Five illnesses are so serious that you have to tell the health department — not just send the employee home. Norovirus Hepatitis A Salmonella Typhi Shigella and E. coli O157:H7. These are the big five. Know them cold.,
82,Personal Hygiene,Illness,Hard,Standard,4,Exclusion vs Restriction,Exclusion means the food handler must leave the operation entirely. Restriction means they may stay but cannot work with food or food-contact surfaces. Vomiting diarrhea and jaundice always require exclusion.,Exclusion: leave operation entirely|Restriction: stay but no food or food-contact surfaces|Vomiting
83,Personal Hygiene,Illness,Hard,Assessment,4,Exclusion vs Restriction,Exclusion vs restriction is a key exam distinction. Vomiting diarrhea jaundice — always exclusion. Sore throat with fever may allow restriction in some operations. When in doubt the exam favors exclusion.,
84,Personal Hygiene,Illness,Medium,Recovery,4,Exclusion vs Restriction,There is a difference between sending someone home and restricting them to non-food work. Vomiting and diarrhea — they go home completely. A sore throat with no fever — they might be able to work the register or wash dishes. Use your judgment and always protect the food.,
85,Personal Hygiene,Hygiene Practices,Medium,Standard,5,Hair and Jewelry Restrictions,Food handlers must wear effective hair restraints to keep hair out of food. The only jewelry permitted is a plain band ring. Watches bracelets and rings with stones are prohibited because they harbor pathogens.,Effective hair restraint required|Only plain band ring permitted|No watches
86,Personal Hygiene,Hygiene Practices,Medium,Assessment,5,Hair and Jewelry Restrictions,Jewelry questions — plain band ring only. Everything else is prohibited. Hair restraint questions — any effective restraint is acceptable not just hair nets.,
87,Personal Hygiene,Hygiene Practices,Easy,Recovery,5,Hair and Jewelry Restrictions,Keep your hair covered and your jewelry simple. A plain wedding band is fine. A watch a bracelet a ring with a stone — those all have tiny spaces where food and bacteria hide. Leave them in your locker.,
88,Personal Hygiene,Wounds,Medium,Standard,6,Handling Wounds,An infected wound on the hands or wrists must be covered with an impermeable bandage and then protected with a single-use glove before handling food. Wounds on other body parts must be covered with a bandage.,Infected wound on hands or wrists: bandage + single-use glove|Bandage alone is not sufficient|Glove goes over bandage
89,Personal Hygiene,Wounds,Medium,Assessment,6,Handling Wounds,Wound questions — bandage plus glove for hands and wrists. Bandage alone is not sufficient for a hand wound. The glove goes over the bandage.,
90,Personal Hygiene,Wounds,Easy,Recovery,6,Handling Wounds,A cut on your hand is a direct path for bacteria to get into food. Cover it with a bandage then put a glove over the bandage. The bandage alone is not enough — gloves can slip and bandages can fall off.,
91,Receiving & Storage,Receiving,Hard,Standard,1,TCS Receiving Temperatures,Cold TCS food must be received at 41°F or below. Shell eggs and shucked shellfish may be received at 45°F. Live shellfish must be received at an air temperature of 45°F or below.,Cold TCS food: 41°F or below|Shell eggs and shucked shellfish: 45°F|Live shellfish: 45°F air temperature
92,Receiving & Storage,Receiving,Hard,Assessment,1,TCS Receiving Temperatures,Receiving temperature questions — 41°F for most cold TCS foods 45°F for shell eggs shucked shellfish and live shellfish air temperature. These exceptions appear frequently on the exam.,
93,Receiving & Storage,Receiving,Hard,Recovery,1,TCS Receiving Temperatures,When a delivery arrives the first thing you do is check the temperature. Cold food needs to be at 41 or below. Eggs and shellfish get a little more room — 45 is acceptable for them. If it is warmer than that send it back.,
94,Receiving & Storage,Inspection,Hard,Standard,2,Rejecting Deliveries,Deliveries must be rejected when TCS food arrives out of safe temperature range packaging is damaged or tampered with canned goods are dented swollen or leaking frozen food shows signs of thawing and refreezing or shellfish tags are missing.,Temperature out of range|Damaged or tampered packaging|Dented
95,Receiving & Storage,Inspection,Hard,Assessment,2,Rejecting Deliveries,Rejection questions — temperature violations damaged packaging dented swollen or leaking cans thawed frozen food missing shellfish tags. Any of these conditions requires rejection. The exam never rewards accepting questionable product.,
96,Receiving & Storage,Inspection,Hard,Recovery,2,Rejecting Deliveries,You are the last line of defense before bad food gets into your kitchen. A dented can a warm delivery a bag with a hole in it — all of these get sent back. It is much easier to reject a delivery than to deal with a sick customer.,
97,Receiving & Storage,Documentation,Hard,Standard,3,Shellfish Tag Retention,Shellfish tags must be kept on file for 90 days from the date the last shellfish from that container was sold or served. Tags provide traceability during foodborne illness investigations.,Keep shellfish tags on file for 90 days|From date last shellfish from container was sold or served
98,Receiving & Storage,Documentation,Hard,Assessment,3,Shellfish Tag Retention,90 days is the shellfish tag retention period. This specific number appears on the exam. Think of it as a 3-month commitment — the tag stays on file for 3 months after the last shellfish is served.,
99,Receiving & Storage,Documentation,Medium,Recovery,3,Shellfish Tag Retention,Every bag of oysters every container of clams comes with a tag. That tag tells investigators where the shellfish came from if someone gets sick. Keep those tags for 90 days — three months. File them somewhere you can find them.,
100,Receiving & Storage,Storage,Medium,Standard,4,FIFO Method,The FIFO method — First In First Out — requires older stock to be rotated to the front and used before newer stock. This prevents food from expiring before it is used.,First In First Out|Older stock rotated to front|Used before newer stock
101,Receiving & Storage,Storage,Medium,Assessment,4,FIFO Method,FIFO — First In First Out. Old stock in front new stock in back. The exam tests the concept not the acronym. The idea is always use the oldest product first.,
102,Receiving & Storage,Storage,Easy,Recovery,4,FIFO Method,When new stock arrives push the old stuff to the front. Use the old stuff first. This is called FIFO — First In First Out. It sounds simple but it prevents a lot of waste and a lot of expired food from being served.,
103,Receiving & Storage,Storage,Medium,Standard,5,Dry Storage Requirements,Dry goods must be stored at least 6 inches off the floor in a cool dry area away from outside walls. This prevents moisture absorption pest access and allows for cleaning underneath.,At least 6 inches off the floor|Cool
104,Receiving & Storage,Storage,Medium,Assessment,5,Dry Storage Requirements,Dry storage questions — 6 inches off the floor is the key number. Also away from outside walls and in a cool dry area. The 6-inch rule allows cleaning and prevents pests.,
105,Receiving & Storage,Storage,Easy,Recovery,5,Dry Storage Requirements,Never store food directly on the floor. Six inches off the ground — that is the rule. It keeps food away from pests that travel along the floor and lets you clean underneath. A simple shelf solves this completely.,
106,Receiving & Storage,Frozen Goods,Medium,Standard,6,Receiving Frozen Foods,Frozen food must be received completely solid with no signs of softness flexibility or large ice crystals. Large ice crystals indicate the food thawed and refroze during transport.,Must be received completely solid|No softness or flexibility|Large ice crystals = thawed and refroze: reject
107,Receiving & Storage,Frozen Goods,Medium,Assessment,6,Receiving Frozen Foods,Frozen food receiving questions — completely solid is the standard. Large ice crystals mean thaw-refreeze which means temperature abuse during transport. Reject it.,
108,Receiving & Storage,Frozen Goods,Easy,Recovery,6,Receiving Frozen Foods,Frozen food should be rock solid when it arrives. If it is soft or flexible it thawed somewhere along the way. If it has big ice crystals inside it thawed and refroze. Both mean it was abused in transit. Send it back.,
109,Cleaning & Sanitizing,Food-Contact Surfaces,Hard,Standard,1,Cleaning vs Sanitizing,Cleaning removes dirt grease and organic matter from surfaces. Sanitizing reduces pathogens to safe levels. Both steps are required on food-contact surfaces — sanitizing alone on a dirty surface is ineffective.,Cleaning removes dirt and organic matter|Sanitizing reduces pathogens to safe levels|Must clean before sanitizing|Sanitizer on dirty surface is ineffective
110,Cleaning & Sanitizing,Food-Contact Surfaces,Hard,Assessment,1,Cleaning vs Sanitizing,Cleaning vs sanitizing is a fundamental exam distinction. Cleaning removes soil. Sanitizing kills pathogens. You must clean before you sanitize — sanitizer applied to a dirty surface cannot work properly.,
111,Cleaning & Sanitizing,Food-Contact Surfaces,Hard,Recovery,1,Cleaning vs Sanitizing,Cleaning and sanitizing are two different things. Cleaning gets rid of the dirt you can see. Sanitizing kills the bacteria you cannot see. You have to do both — and always in that order. Clean first then sanitize.,
112,Cleaning & Sanitizing,Warewashing,Hard,Standard,2,Three-Compartment Sink Procedure,The correct procedure for the three-compartment sink is scrape and pre-rinse then wash in detergent solution rinse in clean water sanitize in approved solution and air-dry completely.,Scrape and pre-rinse → Wash in detergent → Rinse in clean water → Sanitize → Air-dry|Never towel-dry
113,Cleaning & Sanitizing,Warewashing,Hard,Assessment,2,Three-Compartment Sink Procedure,Three-compartment sink order — wash rinse sanitize air-dry. Any answer that skips a step reorders the steps or substitutes towel-drying for air-drying is wrong.,
114,Cleaning & Sanitizing,Warewashing,Hard,Recovery,2,Three-Compartment Sink Procedure,Three sinks three jobs. First sink — wash with hot soapy water. Second sink — rinse off the soap. Third sink — sanitize to kill bacteria. Then let everything air-dry. Never skip a step and never dry with a towel.,
115,Cleaning & Sanitizing,Sanitizer,Hard,Standard,3,Chlorine Sanitizer Concentration,Chlorine sanitizer must be maintained between 50 and 99 ppm. Below 50 ppm it is ineffective. Above 99 ppm it becomes a chemical hazard and leaves toxic residue on food-contact surfaces.,Effective range: 50–99 ppm|Below 50 ppm: ineffective|Above 99 ppm: chemical hazard|Test with test strips
116,Cleaning & Sanitizing,Sanitizer,Hard,Assessment,3,Chlorine Sanitizer Concentration,Chlorine range — 50 to 99 ppm. Too low and it does not work. Too high and it is dangerous. Test strips must be used to verify concentration. Always check strip expiration dates before testing.,
117,Cleaning & Sanitizing,Sanitizer,Hard,Recovery,3,Chlorine Sanitizer Concentration,Bleach sanitizer has a sweet spot — between 50 and 99 parts per million. Too weak and it does not kill bacteria. Too strong and it leaves chemicals on your equipment that can make people sick. Test it with test strips every time.,
118,Cleaning & Sanitizing,Sanitizer,Medium,Standard,4,Sanitizer Effectiveness Factors,Sanitizer effectiveness is determined by concentration temperature pH and contact time. All four factors must be within the correct range for the sanitizer to work properly.,Concentration|Temperature|pH|Contact time|All four must be within correct range
